bid;footprint_area;PV_cap_MW;number_of_cars;car_demand_daily_per_car_MW;car_demand_daily_total_MW;charging_station_power_MW;charging_station_power_total_MW;;use;free_walls;lat;lon;dist_to_heat_source;year_class;size_class;floors;storey_area;area_corr_factor;heated_area;window_area;dwellings;dwelling_size;occupants;ref_level_roof;ref_level_wall;ref_level_floor;ref_level_window;U;V;C;Tau;Tset;act_start;act_end;hw_demand_day;hw_tank_cap;;;;;;;;;;;
205;77.394.000.000.000.000;0.077394000000000004;20;0.0051500000000000001;0.10299999999999999;0.010999999999999999;0.22;;3;4;48.223.999.999.999.900;11.558.999.999.999.900;0;7;3;1;77.394.000.000.000.000;0.83999999999999997;65.011.000.000.000.000;0;22;29.550.000.000.000.000;40;1;1;1;1;0;0;86.412.811.379.999.900;nan;20;0;23;0.040000000000000001;0.070000000000000007;0;0;0;0;0;0;13.386.231.100.000.000;21.300.000.000.000.000;13.386.231.100.000.000;20.590.700.000.000.000;65086492
206;900;0.089999999999999997;17;0.0051500000000000001;0.087550000000000003;0.010999999999999999;0.187;;3;4;48.222.000.000.000.000;11.555.999.999.999.900;0;7;3;1;900;0.83999999999999997;756;0;25;30.239.999.999.999.900;34;1;2;1;2;0;0;100487520;nan;20;0;23;0.39000000000000001;0.57999999999999996;0;0;0;0;0;0;75.899.116.200.000.000;12.109.999.999.999.900;75.899.116.200.000.000;10039.57;60066496
207;89.394.000.000.000.000;0.089394000000000001;24;0.0051500000000000001;0.1236;0.010999999999999999;0.26400000000000001;;3;4;48.222.999.999.999.900;11.555.999.999.999.900;0;7;3;1;89.394.000.000.000.000;0.83999999999999997;75.090.999.999.999.900;0;25;30.039.999.999.999.900;47;2;1;1;2;0;0;99.810.914.849.999.900;nan;21;0;23;0.46000000000000002;0.68999999999999995;0;0;0;0;0;0;89.621.576.899.999.900;14.236.000.000.000.000;89.621.576.899.999.900;11.935.059.999.999.900;77551176
208;63.066.999.999.999.900;0.063066999999999998;35;0.0051500000000000001;0.18024999999999999;0.010999999999999999;0.38500000000000001;;3;4;48.222.999.999.999.900;11.555;0;7;3;1;63.066.999.999.999.900;0.83999999999999997;52.975.999.999.999.900;0;18;29.43;70;1;2;1;2;0;0;70.416.341.819.999.900;nan;19;0;23;0.19;0.28999999999999998;0;0;0;0;0;0;4070840.77;64.670.000.000.000.000;4070840.77;76.843.100.000.000.000;66410263
209;43.410.000.000.000.000;0.043409999999999997;16;0.0051500000000000001;0.082400000000000001;0.010999999999999999;0.17599999999999999;;3;4;48.222.000.000.000.000;11.557;0;7;3;1;43.410.000.000.000.000;0.83999999999999997;36.464.999.999.999.900;0;12;30.390.000.000.000.000;32;1;1;1;1;0;0;48.468.654.060.000.000;nan;19;0;23;0.040000000000000001;0.059999999999999998;0;0;0;0;0;0;13.176.703.899.999.900;21.010.000.000.000.000;13.176.703.899.999.900;3613.52;39216505
210;45.656.999.999.999.900;0.045657000000000003;6;0.0051500000000000001;0.0309;0.010999999999999999;0.066000000000000003;;3;4;48.192.999.999.999.900;11.548;0;7;3;1;45.656.999.999.999.900;0.83999999999999997;38.351.999.999.999.900;0;12;31.960.000.000.000.000;12;1;1;1;2;0;0;50.977.341.329.999.900;nan;20;0;23;0.23999999999999999;0.34999999999999998;0;0;0;0;0;0;50.001.797.199.999.900;79.629.999.999.999.900;50.001.797.199.999.900;13037.6;24101146
211;43.186.000.000.000.000;0.043186000000000002;6;0.0051500000000000001;0.0309;0.010999999999999999;0.066000000000000003;;3;4;48.195.999.999.999.900;Nov 52;0;7;3;1;43.186.000.000.000.000;0.83999999999999997;36.275.999.999.999.900;0;11;32.979.999.999.999.900;11;1;1;1;1;0;0;48.218.403.909.999.900;nan;18;0;23;0.28999999999999998;0.42999999999999999;7186;0;8732;19.809.999.999.999.900;0;24. Jul;58.525.994.400.000.000;93.099.999.999.999.900;58.597.854.400.000.000;16153.34;17887332
212;39.726.999.999.999.900;0.039726999999999998;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.194.000.000.000.000;11.550.000.000.000.000;0;7;3;1;39.726.999.999.999.900;0.83999999999999997;33.369.999.999.999.900;0;11;30.34;14;1;1;1;1;0;0;44.356.067.299.999.900;nan;21;0;23;0.14999999999999999;0.23000000000000001;0;0;0;0;0;0;33.497.171.000.000.000;53.270.000.000.000.000;33.497.171.000.000.000;10.038.110.000.000.000;19547725
213;103.56;0.010356000000000001;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.225.000.000.000.000;11.515.000.000.000.000;0;8;0;2;207.12;0.83999999999999997;17.397.999.999.999.900;33.539.999.999.999.900;1;17.397.999.999.999.900;1;1;1;1;1;162.03;44.369.999.999.999.900;44.878.571.649.999.900;217442.13;21;0;23;0.11;0.17000000000000001;13.195.821.789.999.900;56.014.554.299.999.900;101042;75.846.770.000.000.000;32.195.970.000.000.000;58.076.999.999.999.900;26.497.189.500.000.000;42.299.999.999.999.900;15845540.75;91.076.789.999.999.900;1786048
214;10.656.999.999.999.900;0.010657;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.197.000.000.000.000;11.516.999.999.999.900;0;8;0;2;21.313.999.999.999.900;0.83999999999999997;17.903.999.999.999.900;34.509.999.999.999.900;2;89.519.999.999.999.900;4;1;1;1;1;16.674.000.000.000.000;45.659.999.999.999.900;46.183.116.850.000.000;217442.13;22;0;23;0.089999999999999997;0.14000000000000001;14948565.07;56.642.598.700.000.000;381776;83.492.880.000.000.000;31636.84;21.323.499.999.999.900;23.849.050.499.999.900;37.969.999.999.999.900;17.333.470.120.000.000;96.813.389.999.999.900;7063846
215;15.563.999.999.999.900;0.015564;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.999.999.999.900;11.507.999.999.999.900;0;8;0;2;31.127.999.999.999.900;0.83999999999999997;26.147.000.000.000.000;50.399.999.999.999.900;2;13.074.000.000.000.000;7;1;1;1;1;24.350.999.999.999.900;66.680.000.000.000.000;67.446.696.739.999.900;217442.13;21;0;23;0.11;0.17000000000000001;20.173.094.129.999.900;81.124.616.900.000.000;642190;77.152.610.000.000.000;31.026.360.000.000.000;24.560.799.999.999.900;27.058.101.699.999.900;43.030.000.000.000.000;22.878.904.289.999.900;87.501.070.000.000.000;6948471
216;11.101.000.000.000.000;0.011101;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.225.999.999.999.900;11.512;0;8;0;2;222.03;0.83999999999999997;186.5;35.950.000.000.000.000;2;93.25;2;1;1;2;1;16.483.000.000.000.000;47.560.000.000.000.000;48108503.68;226511.87;19;0;23;0.050000000000000003;0.070000000000000007;13.392.837.279.999.900;37.186.891.099.999.900;179998;71.811.460.000.000.000;19.939.349.999.999.900;96.513.999.999.999.900;15.774.806.899.999.900;25.16;14.970.317.970.000.000;80.269.800.000.000.000;2709136
217;11.626.000.000.000.000;0.011625999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.225.999.999.999.900;11.512;0;8;0;2;23.252.000.000.000.000;0.83999999999999997;19.531.999.999.999.900;37.649.999.999.999.900;1;19.531.999.999.999.900;1;1;1;1;1;18.190.000.000.000.000;49.810.000.000.000.000;50.381.831.009.999.900;217442.13;18;0;23;0.040000000000000001;0.059999999999999998;13.441.432.060.000.000;38.174.066.200.000.000;93808;68.817.490.000.000.000;19.544.369.999.999.900;48.027.999.999.999.900;1352175.76;21.550.000.000.000.000;14793607.82;75.740.360.000.000.000;1384107
218;34.851.999.999.999.900;0.034852000000000001;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.999.999.999.900;11.507;0;8;0;2;69.703.999.999.999.900;0.83999999999999997;58.551.999.999.999.900;112.87;2;29.275.999.999.999.900;7;1;1;1;1;54.527.999.999.999.900;149.31;15.103.325.930.000.000;217442.13;20;0;23;0.54000000000000004;0.81000000000000005;42.910.965.219.999.900;16.891.253.579.999.900;629142;73.286.929.999.999.900;28.848.290.000.000.000;1074.5;10.458.007.390.000.000;166.12;53.368.972.609.999.900;91.147.990.000.000.000;11035883
219;22.458.000.000.000.000;0.022457999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.195.999.999.999.900;11.548.999.999.999.900;0;8;0;2;44.917.000.000.000.000;0.83999999999999997;37.730.000.000.000.000;72.730.000.000.000.000;1;37.730.000.000.000.000;1;1;1;1;1;351.37;96.209.999.999.999.900;97.324.077.709.999.900;217442.13;21;0;23;0.20999999999999999;0.32000000000000001;28.729.786.719.999.900;12279943.73;101278;76.145.740.000.000.000;32.546.900.000.000.000;26.843.000.000.000.000;44.770.993.899.999.900;71.25;33.206.886.120.000.000;88.011.889.999.999.900;1160754
220;95.829.999.999.999.900;0.0095829999999999995;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.225.000.000.000.000;11.516.999.999.999.900;0;8;0;2;191.66;0.83999999999999997;161;31.030.000.000.000.000;1;161;1;1;1;1;1;149.94;41.049.999.999.999.900;41.529.296.079.999.900;217442.13;20;0;23;0.089999999999999997;0.14000000000000001;11674264.68;47.819.198.799.999.900;103990;72.510.960.000.000.000;29.701.369.999.999.900;64.589.999.999.999.900;22.784.320.099.999.900;36.399.999.999.999.900;13.952.696.689.999.900;86.662.710.000.000.000;1255467
221;60.101.999.999.999.900;0.060102000000000003;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.195.999.999.999.900;11.515.000.000.000.000;0;8;1;3;18.030.699.999.999.900;0.83999999999999997;15.145.799.999.999.900;21.790.000.000.000.000;2;75.728.999.999.999.900;7;1;1;1;1;98.955.999.999.999.900;25.748.000.000.000.000;22.599.069.140.000.000;18.122.223.000.000.000;20;0;23;0.40999999999999998;0.60999999999999999;75.902.351.659.999.900;30785819.34;660104;50.114.459.999.999.900;20.326.310.000.000.000;43.582.999.999.999.900;79.283.933.300.000.000;126.09;83.830.744.989.999.900;55.349.169.999.999.900;9411705
222;60.770.000.000.000.000;0.0060769999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.213.000.000.000.000;Nov 49;0;8;1;3;182.31;0.83999999999999997;15.313.999.999.999.900;22.030.000.000.000.000;1;15.313.999.999.999.900;2;1;1;1;1;100.06;26.030.000.000.000.000;22.850.744.100.000.000;18.122.223.000.000.000;21;0;23;0.080000000000000002;0.13;79.457.022.599.999.900;34.345.458.599.999.900;202600;51.885.220.000.000.000;22.427.490.000.000.000;1322.97;21.279.063.700.000.000;33.950.000.000.000.000;10.073.608.640.000.000;65.780.389.999.999.900;2679716
223;179.12;0.017912000000000001;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.201.000.000.000.000;11.547.000.000.000.000;0;8;1;3;53.736.000.000.000.000;0.83999999999999997;45.138.999.999.999.900;64.939.999.999.999.900;2;225.69;7;1;1;1;1;29.492.000.000.000.000;76.739.999.999.999.900;67.351.401.980.000.000;18.122.223.000.000.000;21;0;23;0.32000000000000001;0.47999999999999998;23.457.128.920.000.000;10.037.412.960.000.000;663698;51966.43;22236.68;14.703.399.999.999.900;63.960.995.700.000.000;101.55;29.853.228.489.999.900;66.136.220.000.000.000;9332091
224;50.009.999.999.999.900;0.0050010000000000002;3;0.0051500000000000001;0.01545;0.010999999999999999;0.033000000000000002;;3;4;48.212.000.000.000.000;11.538;0;8;1;3;15.002.000.000.000.000;0.83999999999999997;126.02;18.129.999.999.999.900;1;126.02;5;1;1;2;1;82.329.999.999.999.900;21.420.000.000.000.000;18.803.045.809.999.900;18.122.223.000.000.000;21;0;23;0.080000000000000002;0.12;62.479.216.799.999.900;28.319.823.399.999.900;452506;49.578.809.999.999.900;22472.48;3590.75;21.349.386.099.999.900;33.960.000.000.000.000;83.828.602.800.000.000;66.520.080.000.000.000;4151505
225;25.180.000.000.000.000;0.025180000000000001;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.216.000.000.000.000;11.491;0;8;1;3;75.540.999.999.999.900;0.83999999999999997;63.454.999.999.999.900;91.290.000.000.000.000;2;31.726.999.999.999.900;1;1;1;1;1;41.457.999.999.999.900;107.87;94.680.989.549.999.900;18.122.223.000.000.000;19;0;23;0.17999999999999999;0.27000000000000002;32.506.423.170.000.000;93.978.367.300.000.000;188572;51.227.519.999.999.900;14810.24;29.717.000.000.000.000;39.462.271.299.999.900;62.700.000.000.000.000;36.452.650.299.999.900;57.446.459.999.999.900;3563177
226;34.575.999.999.999.900;0.034576000000000003;3;0.0051500000000000001;0.01545;0.010999999999999999;0.033000000000000002;;3;4;48.203.000.000.000.000;11.506;0;8;1;3;1037.29;0.83999999999999997;87.132.000.000.000.000;12.534.999.999.999.900;2;43.566.000.000.000.000;6;1;1;2;1;56.927.999.999.999.900;148.12;130010233.7;18.122.223.000.000.000;22;0;23;0.53000000000000003;0.80000000000000004;48.372.282.909.999.900;20.654.512.989.999.900;567296;55.516.089.999.999.900;23.704.849.999.999.900;65.108.000.000.000.000;10291990.9;163.75;58.664.273.810.000.000;67.328.050.000.000.000;9075119
227;25.184.999.999.999.900;0.025184999999999999;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.216.000.000.000.000;11.491;0;8;1;3;75.554.999.999.999.900;0.83999999999999997;63.465.999.999.999.900;91.310.000.000.000.000;2;31.732.999.999.999.900;4;1;1;1;1;41.466.000.000.000.000;107.89;94.697.779.409.999.900;18.122.223.000.000.000;22;0;23;0.17999999999999999;0.28000000000000003;35.295.592.100.000.000;15.017.838.130.000.000;399058;55.613.389.999.999.900;23.662.810.000.000.000;62.876.999.999.999.900;39.396.586.699.999.900;62.649.999.999.999.900;39.235.250.759.999.900;61.820.900.000.000.000;3083455
228;54.583.000.000.000.000;0.054583;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.195.999.999.999.900;11.516;0;8;1;3;1637.49;0.83999999999999997;1375.49;19.788.999.999.999.900;2;687.75;3;2;1;1;1;93.971.000.000.000.000;23.383.000.000.000.000;20.523.790.240.000.000;17.488.685.000.000.000;21;0;23;0.81999999999999995;Jan 23;73.964.164.870.000.000;32.416.479.739.999.900;291132;53.772.959.999.999.900;23.567.220.000.000.000;211.66;15.550.632.880.000.000;247.28;89514797.75;65.078.480.000.000.000;3657640
229;20.180.000.000.000.000;0.02018;8;0.0051500000000000001;0.041200000000000001;0.010999999999999999;0.087999999999999995;;3;4;48.195;11.529.999.999.999.900;0;8;2;3;60.540.999.999.999.900;0.83999999999999997;50.854.000.000.000.000;97.280.000.000.000.000;5;10.170.999.999.999.900;16;1;1;1;1;44.042.000.000.000.000;86.450.000.000.000.000;10.114.665.059.999.900;19.197.679.999.999.900;20;0;23;0.56999999999999995;0.85999999999999999;30946703.48;13338815.99;1412104;60.854.019.999.999.900;26.229.630.000.000.000;27.767.800.000.000.000;10.957.144.789.999.900;174.28;41.903.848.270.000.000;82.400.300.000.000.000;17544772
230;231.06;0.023106000000000002;9;0.0051500000000000001;0.046350000000000002;0.010999999999999999;0.099000000000000005;;3;4;48.213.999.999.999.900;11.538;0;8;2;3;69.317.999.999.999.900;0.83999999999999997;58.226.999.999.999.900;111.38;6;97.040.000.000.000.000;17;1;1;1;1;50.426.999.999.999.900;98.989.999.999.999.900;11.581.017.940.000.000;19.197.679.999.999.900;21;0;23;0.19;0.28999999999999998;37283707.93;17.045.266.239.999.900;1540836;64.031.650.000.000.000;29273.82;26.462.600.000.000.000;40.252.205.299.999.900;64.269.999.999.999.900;41.308.928.460.000.000;70.944.630.000.000.000;21729716
231;13.490.000.000.000.000;0.01349;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.212.000.000.000.000;11.539.999.999.999.900;0;8;2;3;40.469.999.999.999.900;0.83999999999999997;33.994.999.999.999.900;65.030.000.000.000.000;3;11.331.999.999.999.900;4;1;1;1;1;29.441.000.000.000.000;57.789.999.999.999.900;67.613.619.659.999.900;19.197.679.999.999.900;19;0;23;0.14999999999999999;0.22;21.669.143.800.000.000;6551071.75;356188;63.742.150.000.000.000;19.270.689.999.999.900;1047.77;33.688.010.800.000.000;53.600.000.000.000.000;25.037.944.879.999.900;73.651.850.000.000.000;4022716
232;185;0.018499999999999999;6;0.0051500000000000001;0.0309;0.010999999999999999;0.066000000000000003;;3;4;48.213.999.999.999.900;11.539;0;8;2;3;555;0.83999999999999997;46.619.999.999.999.900;89.180.000.000.000.000;5;93.239.999.999.999.900;12;1;1;1;1;40.374.000.000.000.000;79.25;92.724.353.150.000.000;19.197.679.999.999.900;22;0;23;0.35999999999999999;0.54000000000000004;31882837.66;14462406.09;1154252;68.388.759.999.999.900;31.021.889.999.999.900;24.758.699.999.999.900;70.446.683.499.999.900;112.3;38.927.506.009.999.900;83.499.580.000.000.000;14558137
233;17.350.999.999.999.900;0.017350999999999998;8;0.0051500000000000001;0.041200000000000001;0.010999999999999999;0.087999999999999995;;3;4;48.213.999.999.999.900;11.536;0;8;2;3;52.052.999.999.999.900;0.83999999999999997;437.25;83.640.000.000.000.000;4;109.31;15;1;1;2;2;31.463.999.999.999.900;74.329.999.999.999.900;86966532.75;22.357.779.000.000.000;22;0;23;0.22;0.33000000000000002;25024114.91;12.730.393.970.000.000;1318180;57230.68;29114.68;3014.71;46.167.638.700.000.000;73.569.999.999.999.900;29640878.77;67.789.320.000.000.000;16166611
234;17.990.000.000.000.000;0.017989999999999999;5;0.0051500000000000001;0.025749999999999999;0.010999999999999999;0.055;;3;4;48.212.000.000.000.000;11.539;0;8;2;3;53.969.000.000.000.000;0.83999999999999997;45.333.999.999.999.900;86.719.999.999.999.900;5;90.670.000.000.000.000;9;1;1;1;1;39.261.000.000.000.000;77.069.999.999.999.900;90.166.464.400.000.000;19.197.679.999.999.900;20;0;23;0.080000000000000002;0.13;27.600.351.039.999.900;12.267.647.720.000.000;829506;60.882.230.000.000.000;27060.59;1829.77;21.630.862.799.999.900;34.409.999.999.999.900;29763437.32;65.653.679.999.999.900;12625912
235;186.22;0.018622;6;0.0051500000000000001;0.0309;0.010999999999999999;0.066000000000000003;;3;4;48.219.000.000.000.000;11.529.999.999.999.900;0;8;2;3;55.866.999.999.999.900;0.83999999999999997;46.927.999.999.999.900;89.760.000.000.000.000;5;93.859.999.999.999.900;12;1;1;1;1;40.641.000.000.000.000;79.780.000.000.000.000;93.337.463.739.999.900;19.197.679.999.999.900;20;0;23;0.38;0.56999999999999995;28.573.210.969.999.900;12606058.23;1077532;60.887.339.999.999.900;26.862.549.999.999.900;22.961.399.999.999.900;74.435.108.200.000.000;118.23;36.016.721.789.999.900;76.748.899.999.999.900;14883631
236;30.299.000.000.000.000;0.030299;9;0.0051500000000000001;0.046350000000000002;0.010999999999999999;0.099000000000000005;;3;4;48.213.999.999.999.900;11.537.000.000.000.000;0;8;2;3;90.897.000.000.000.000;0.83999999999999997;76.353.999.999.999.900;14.605.000.000.000.000;8;95.439.999.999.999.900;18;2;1;1;1;61.707.000.000.000.000;12.980.000.000.000.000;15.186.398.359.999.900;20.333.345.999.999.900;20;0;23;0.54000000000000004;0.81000000000000005;43.916.053.780.000.000;19.832.766.809.999.900;1611400;57.516.379.999.999.900;25.974.759.999.999.900;21.104.299.999.999.900;10436770;16.583.000.000.000.000;54.352.823.780.000.000;71.185.300.000.000.000;18697789
237;40.982.999.999.999.900;0.040982999999999999;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.213.999.999.999.900;11.539.999.999.999.900;0;8;3;1;40.982.999.999.999.900;0.83999999999999997;34.425.999.999.999.900;0;11;31.300.000.000.000.000;13;1;1;1;1;0;0;45.758.867.130.000.000;nan;21;0;23;0.17000000000000001;0.25;0;0;0;0;0;0;36.865.667.999.999.900;58.850.000.000.000.000;36.865.667.999.999.900;10708.67;24337901
238;44.504.000.000.000.000;0.044504000000000002;8;0.0051500000000000001;0.041200000000000001;0.010999999999999999;0.087999999999999995;;3;4;48.213.999.999.999.900;11.537.000.000.000.000;0;8;3;1;44.504.000.000.000.000;0.83999999999999997;37.383.999.999.999.900;0;12;31.149.999.999.999.900;15;1;1;1;1;0;0;49690312.32;nan;20;0;23;0.26000000000000001;0.39000000000000001;0;0;0;0;0;0;53.050.334.199.999.900;84.579.999.999.999.900;53.050.334.199.999.900;14190.65;25159290
239;675.88;0.067587999999999995;13;0.0051500000000000001;0.066949999999999996;0.010999999999999999;0.14299999999999999;;3;4;48.213.999.999.999.900;11.536;0;8;3;1;675.88;0.83999999999999997;56.774.000.000.000.000;0;19;29.879.999.999.999.900;26;1;1;1;1;0;0;75.464.128.120.000.000;nan;19;0;23;0.34000000000000002;0.51000000000000001;0;0;0;0;0;0;67.324.601.100.000.000;107.52;67.324.601.100.000.000;11858.35;41302360
240;86.467.999.999.999.900;0.086468000000000003;9;0.0051500000000000001;0.046350000000000002;0.010999999999999999;0.099000000000000005;;3;4;48.201.000.000.000.000;11.561;0;8;3;1;86.467.999.999.999.900;0.83999999999999997;72.633.000.000.000.000;0;17;42.729.999.999.999.900;17;1;1;2;1;0;0;96.543.957.810.000.000;nan;18;0;23;0.34999999999999998;0.52000000000000002;14.211.559.999.999.900;0;15700;19.57;0;21.620.000.000.000.000;69.191.343.399.999.900;11.029.000.000.000.000;69.333.459.000.000.000;95.457.199.999.999.900;39599589
241;43.458.999.999.999.900;0.043458999999999998;8;0.0051500000000000001;0.041200000000000001;0.010999999999999999;0.087999999999999995;;3;4;48.213.000.000.000.000;11.538;0;8;3;1;43.458.999.999.999.900;0.83999999999999997;36.505.000.000.000.000;0;12;30.420.000.000.000.000;15;1;2;2;1;0;0;48.522.841.140.000.000;nan;19;0;23;0.37;0.56000000000000005;0;0;0;0;0;0;7312819;116.53;7312819;20.032.380.000.000.000;21066933
242;445.94;0.044594000000000002;9;0.0051500000000000001;0.046350000000000002;0.010999999999999999;0.099000000000000005;;3;4;48.213.999.999.999.900;11.538;0;8;3;1;445.94;0.83999999999999997;37.458.999.999.999.900;0;12;31.219.999.999.999.900;17;1;1;1;2;0;0;49790089.32;nan;18;0;23;0.33000000000000002;0.5;44.122.299.999.999.900;0;11840;11.779.999.999.999.900;0;31.609.999.999.999.900;66.429.608.600.000.000;105.66;66.473.730.899.999.900;17745.73;19105199
243;51.299.000.000.000.000;0.051298999999999997;10;0.0051500000000000001;0.051499999999999997;0.010999999999999999;0.11;;3;4;48.195;11.544;0;8;3;1;51.299.000.000.000.000;0.83999999999999997;43.091.000.000.000.000;0;14;30.780.000.000.000.000;20;1;1;1;1;0;0;57.276.551.200.000.000;nan;21;0;23;0.19;0.28000000000000003;0;0;0;0;0;0;41.007.576.000.000.000;65.260.000.000.000.000;41.007.576.000.000.000;95.165.100.000.000.000;24658649
244;45.748.000.000.000.000;0.045747999999999997;7;0.0051500000000000001;0.036049999999999999;0.010999999999999999;0.076999999999999999;;3;4;48.213.000.000.000.000;11.539;0;8;3;1;45.748.000.000.000.000;0.83999999999999997;38.427.999.999.999.900;0;13;29.559.999.999.999.900;14;2;1;1;1;0;0;51.078.415.710.000.000;nan;22;0;23;0.34999999999999998;0.52000000000000002;0;0;0;0;0;0;68.738.468.200.000.000;109.41;68.738.468.200.000.000;17.887.599.999.999.900;19889710
245;188;0.018800000000000001;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.223.999.999.999.900;11.523;0;9;0;2;37.600.999.999.999.900;0.83999999999999997;31.585.000.000.000.000;56.009.999.999.999.900;2;15.791.999.999.999.900;2;1;1;1;1;25.516.999.999.999.900;67.120.000.000.000.000;93.587.175.209.999.900;29.038.771.000.000.000;20;0;23;0.16;0.23999999999999999;20.385.246.239.999.900;77.885.157.599.999.900;176098;64.540.910.000.000.000;24658.91;55.753.999.999.999.900;35.886.215.899.999.900;57.18;23.973.867.829.999.900;75.902.699.999.999.900;2316894
246;137.78;0.013778;4;0.0051500000000000001;0.0206;0.010999999999999999;0.043999999999999997;;3;4;48.198;11.518.000.000.000.000;0;9;0;2;27.555.000.000.000.000;0.83999999999999997;23.146.000.000.000.000;41.039.999.999.999.900;2;115.73;7;2;1;2;1;200.56;49.189.999.999.999.900;68.584.098.790.000.000;27.461.264.000.000.000;22;0;23;0.17000000000000001;0.26000000000000001;17.960.048.170.000.000;67.724.594.199.999.900;613138;77.594.610.000.000.000;29.259.740.000.000.000;2649;38.085.861.299.999.900;60.609.999.999.999.900;21.768.634.300.000.000;94.049.229.999.999.900;9396743
247;14.475.999.999.999.900;0.014475999999999999;2;0.0051500000000000001;0.0103;0.010999999999999999;0.021999999999999999;;3;4;48.216.999.999.999.900;11.547.000.000.000.000;0;9;0;2;28.952.999.999.999.900;0.83999999999999997;24.319.999.999.999.900;43.119.999.999.999.900;2;12.159.999.999.999.900;4;2;1;1;1;21.741.999.999.999.900;51.68;72.061.746.879.999.900;26.778.759.999.999.900;22;0;23;0.070000000000000007;0.10000000000000001;19.682.660.449.999.900;70.925.057.000.000.000;368386;80.931.990.000.000.000;29.163.259.999.999.900;1514.75;1972464.7;31.390.000.000.000.000;21.655.125.149.999.900;89.042.460.000.000.000;4753177
248;16.661.000.000.000.000;0.016660999999999999;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.204.000.000.000.000;11.507;0;9;0;2;33.320.999.999.999.900;0.83999999999999997;27.989.999.999.999.900;49.630.000.000.000.000;2;13.994.999.999.999.900;2;1;1;1;1;226.12;59.479.999.999.999.900;82.934.809.510.000.000;29.038.771.000.000.000;19;0;23;0.19;0.28000000000000003;18.262.064.129.999.900;49.711.728.499.999.900;170480;65.244.959.999.999.900;17.760.529.999.999.900;60.907.000.000.000.000;40.885.772.799.999.900;65.090.000.000.000.000;22350641.41;79.852.240.000.000.000;2542051
249;88.549.999.999.999.900;0.008855;1;0.0051500000000000001;0.0051500000000000001;0.010999999999999999;0.010999999999999999;;3;4;48.219.000.000.000.000;11.526.999.999.999.900;0;9;0;2;17.711.000.000.000.000;0.83999999999999997;14.877.000.000.000.000;26.379.999.999.999.900;1;14.877.000.000.000.000;1;1;1;1;1;120.19;31.609.999.999.999.900;44.081.473.329.999.900;29.038.771.000.000.000;21;0;23;0.070000000000000007;0.11;10.188.633.279.999.900;40.453.446.000.000.000;95328;68.485.809.999.999.900;27.191.939.999.999.900;64.076.999.999.999.900;1982305.79;31.57;12170939.07;81.810.440.000.000.000;1324271
250;139.16;0.013916;3;0.0051500000000000001;0.01545;0.010999999999999999;0.033000000000000002;;3;4;48.223.999.999.999.900;11.515.000.000.000.000;0;9;0;2;278.31;0.83999999999999997;233.78;41.450.000.000.000.000;2;116.89;6;1;1;2;1;182.44;49.68;69.270.635.439.999.900;29.843.066.999.999.900;18;0;23;0.14000000000000001;0.20999999999999999;13438303.07;35.670.952.799.999.900;465494;57.482.690.000.000.000;15258.34;19.911.600.000.000.000;32.314.994.399.999.900;51.409.999.999.999.900;16669802.51;71.305.509.999.999.900;5876415
